일련번호,시도명,시군구명,대피지구명,대피장소명,주소,경도,위도,수용가능인원수(명),해변으로부터거리(M),대피소 분류명,내진적용여부,해발높이,관리기관,관리기관연락처
469,부산광역시,사하구,다대1지구,몰운대공터,몰운대1길 61(다대1동 469-2),128.969475,35.044873,1000,600,공터,-,10,26380,051-220-4624
470,부산광역시,사하구,다대2지구,낫개공터,다대2동 1-7,128.956127,35.05953,100,340,공터,-,10,26380,051-220-4624
471,부산광역시,사하구,다대2지구,두송종합사회복지관앞주차장,다송로 59(다대2동 96-1),128.985225,35.062103,300,656,공터,-,27,26380,051-220-4624
472,부산광역시,서구,송도해수욕장 지구,송도 탑스빌 광장,부산 서구 암남동 261-10,129.018496,35.078376,1000,153,도로변,-,29.8,26140,051-240-4654
473,부산광역시,서구,송도해수욕장 지구,송도해수욕장 공영주차장,부산 서구 암남공원로 25,129.01575,35.073762,1000,75,공공건축물,미적용,22.8,26140,051-240-4654
474,부산광역시,서구,송도해수욕장 지구,송도공원 주차장 앞 공터,부산 서구 암남동 611-3,129.018225,35.070664,1000,100,공터,-,34.7,26140,051-240-4654
475,부산광역시,서구,암남공원 지구,암남공원,부산 서구 암남동 산193-4,129.020157,35.062396,5000,200,공터,-,36,26140,051-240-4654
476,부산광역시,서구,한진매립지 지구,송림공원,부산 서구 송도해변로 167,129.022788,35.077357,3000,120,공터,-,10,26140,051-240-4654
477,부산광역시,수영구,광안지구,한바다중학교,수영구 광안로 21번가길 57,129.118085,35.157414,1500,445,학교운동장,미적용,11,26500,051-610-4646
478,부산광역시,수영구,광안지구,광안초등학교,수영구 광안로 21번가길 35,129.11678,35.157418,1500,450,학교운동장,-,11,26500,051-610-4646
479,부산광역시,수영구,남천지구,수영구청,수영구 남천동로 100,129.113419,35.145921,1000,410,공공건축물,미적용,21,26500,051-610-4646
480,부산광역시,수영구,남천지구,코오롱하늘채아파트,수영구 남천동로 41,129.112313,35.142663,1000,370,민간건축물,-,28,26500,051-610-4646
481,부산광역시,수영구,민락지구,진조말산,수영구 민락동 113,129.130263,35.157697,1000,370,공터,-,48,26500,051-610-4646
482,부산광역시,수영구,민락지구,백산,수영구 민락동 327-2,129.126165,35.162783,1500,650,공터,-,40,26500,051-610-4646
483,부산광역시,해운대구,동해안지구,해운대청소년수련원일대,송정동 산86-25일원,129.195498,35.173852,20000,845,공터,-,40,26350,051-749-6164
484,부산광역시,해운대구,동해안지구,죽도공원,송정동 산52-1일원,129.205383,35.17945,10000,686,공터,-,20,26350,051-749-6165
485,부산광역시,해운대구,동해안지구,동백공원,우동 710-1 일원,129.151932,35.153587,20000,1000,공터,-,50,26350,051-749-6162
486,부산광역시,해운대구,동해안지구,달맞이고개,중동 974-1 일원,129.182299,35.156866,30000,1000,공터,-,50,26350,051-749-6163
487,울산광역시,남구,장생포해안지구,장생포초등학교,장생포동 329(장생포고래로 125번길 -5),129.368254,35.503481,500,140,학교운동장,-,11,31140,052-268-8882
488,울산광역시,남구,장생포해안지구,장생포항 야산,장생포동 산102-1,129.371267,35.502707,200,250,공터,-,12,31140,052-266-3501
489,울산광역시,남구,장생포해안지구,태영인더스트리사택 앞 주차장,장생포동 267-7,129.374527,35.505649,200,360,공터,-,18,31140,052-266-3501
490,울산광역시,남구,장생포해안지구,장생포복지문화센터    ,장생포고래로 215(장생포동 41-4),129.377578,35.502885,100,60,공공건축물,2등급,17,31140,052-226-2651
493,울산광역시,동구,방어지구,성끝마을 수협위판장 뒤 야산,울산 동구 방어동 18-32,129.432083,35.484407,300,150,공터,-,18,31170,052-209-3688
494,울산광역시,동구,방어지구,방어진초등학교(운동장),울산 동구 꽃바위로 341(구. 방어동 146번지),129.424769,35.487426,800,500,학교운동장,-,17,31170,052-209-3688
495,울산광역시,동구,방어지구,화암초등학교(운동장),울산 동구 화문로 55(구. 방어동 1150번지),129.415682,35.484362,800,300,학교운동장,-,21,31170,052-209-3688
496,울산광역시,동구,일산지구,고늘마을 현대주차장 옆 공터,울산 동구 일산동 305-4,129.434494,35.501862,300,160,공터,-,28,31170,052-209-3688
497,울산광역시,동구,일산지구,일산지 공영주차장,울산 동구 일산동 963,129.428744,35.49461,300,230,공터,-,17,31170,052-209-3688
498,울산광역시,동구,일산지구,대왕암 앞 공영주차장,울산 동구 등대로 95(구. 일산동 901-8번지),129.433628,35.491211,300,170,공터,-,18,31170,052-209-3688
499,울산광역시,동구,주전지구,주전 커피나뜨래 뒤 야산,울산 동구 주전동 14,129.452916,35.566976,300,200,공터,-,18,31170,052-209-3688
500,울산광역시,동구,주전지구,주전초등학교(운동장),울산 동구 동해안로 575(구. 주전동 277번지),129.456926,35.558205,500,90,학교운동장,-,18,31170,052-209-3688
501,울산광역시,북구,구유지구,정자오피스텔 주차장,동해안로 1350(구유동 232),129.45707,35.611467,300,100,공터,-,12,31200,052-241-7896
502,울산광역시,북구,구유지구,복성마을 야산,구유동 산 64,129.455147,35.607875,100,150,공터,-,22,31200,052-241-7896
503,울산광역시,북구,구유지구,제전마을 야산,구유동 82-3,129.457451,35.605254,200,200,공터,-,20,31200,052-241-7896
504,울산광역시,북구,당사지구,우가경로당 주차장,동해안로 1114(당사동 116-5),129.462936,35.595775,30,70,공터,-,12,31200,052-241-7896
505,울산광역시,북구,당사지구,강동축구장 주차장,당사동 214,129.456464,35.587707,300,300,공터,-,18,31200,052-241-7896
506,울산광역시,북구,당사지구,추억의 학교 운동장,동해안로 861(당사동 465-2),129.45464,35.581876,200,150,공터,-,14,31200,052-241-7896
507,울산광역시,북구,당사지구,어물동 야산,어물동 산 372,129.449477,35.575367,300,200,공터,-,15,31200,052-241-7896
508,울산광역시,북구,산하지구,시코어 호텔 주차장,동해안로 1688(산하동 55-1),129.441828,35.63422,200,80,공터,-,11,31200,052-241-7896
509,울산광역시,북구,신명지구,지경IC,신명동 산 1-2,129.44786,35.651001,100,150,공터,-,20,31200,052-241-7896
510,울산광역시,북구,신명지구,신명동 야산,신명동 134-2,129.439227,35.644428,100,230,공터,-,24,31200,052-241-7896
511,울산광역시,북구,신명지구,교육수련원 운동장,동해안로 1769(신명동 153-5),129.439443,35.641358,200,150,공터,-,11,31200,052-241-7896
512,울산광역시,북구,정자지구,알로하모텔 주차장,동해안로 1517(정자동 435),129.4457,35.62136,300,100,공터,-,13,31200,052-241-7896
513,울산광역시,북구,정자지구,벽산 아진아파트 주차장,동해안로 1502(정자동 3),129.447597,35.619948,500,100,공터,-,21,31200,052-241-7896
514,울산광역시,북구,정자지구,(구)강동초등학교 운동장,무룡로 1119-6(정자동 321),129.446843,35.615877,400,250,공터,-,11,31200,052-241-7896
515,울산광역시,북구,정자지구,(구)강동중학교 운동장,무룡로 1093(정자동 272),129.444137,35.613924,400,500,공터,-,16,31200,052-241-7896
530,경상북도,포항시남구,강사1지구,오륙도 주유소 옆 공터,남구 호미곶면강사리 212-1,129.577848,36.035997,64,390,공터,-,14,47111,054-270-8282
531,경상북도,포항시남구,강사2지구,해송모텔 앞,남구 호미곶면강사리 756-5,129.576221,36.055162,20,670,공터,-,18,47111,054-270-8282
532,경상북도,포항시남구,강사2지구,강사교회 앞 공터,남구 호미곶면강사리 424-2,129.577206,36.047068,21,670,공터,-,20,47111,054-270-8282
533,경상북도,포항시남구,계원지구,등대회식당 버스승강장,남구 장기면계원리 26-3,129.530252,35.867752,50,278,공터,-,35,47111,054-270-8282
534,경상북도,포항시남구,계원지구,계원주유소 앞,남구 장기면계원리 324,129.525361,35.861353,47,240,공터,-,16,47111,054-270-8282
535,경상북도,포항시북구,곡강지구,칠포해수욕장위부대앞,북구 흥해읍칠포리 산109-10,129.396454,36.13286,30,400,공터,-,37,47113,054-270-8282
536,경상북도,포항시북구,곡강지구,곡강3리 마을뒷편 공터,북구 흥해읍곡강리 산 87,129.398819,36.127699,28,300,공터,-,25,47113,054-270-8282
537,경상북도,포항시남구,구룡포지구,구룡포중학교 앞,남구 구룡포읍 용주로 28  (구룡포리 316),129.564518,35.992519,500,100,학교운동장,-,11,47111,054-270-8282
538,경상북도,포항시남구,구룡포지구,호미로 395 도로,남구 구룡포읍 호미로 395  (구룡포리 331-18),129.565363,35.99451,250,160,공터,-,10,47111,054-270-8282
539,경상북도,포항시남구,구룡포지구,충혼탑 앞,남구 구룡포읍구룡포길 145-10  (구룡포리 382-7),129.560764,35.991542,150,130,공터,-,19,47111,054-270-8282
540,경상북도,포항시남구,구룡포지구,해은사 앞,남구 구룡포읍구룡포리 13-8,129.565305,35.997857,320,160,공터,-,12,47111,054-270-8282
541,경상북도,포항시남구,구룡포지구,구룡포 초등학교 앞,남구 구룡포읍 구룡포길 61  (구룡포리 765-1),129.551992,35.99081,400,300,학교운동장,-,18,47111,054-270-8282
542,경상북도,포항시남구,구만지구,구만리 389-1 주변,남구 호미곶면구만리 389-1 ,129.550861,36.081356,100,475,공터,-,29,47111,054-270-8282
543,경상북도,포항시남구,구평지구,구평리 115-3 도로 옆 공터,남구 구룡포읍구평리 115-3,129.533744,35.944838,88,470,공터,-,27,47111,054-270-8282
544,경상북도,포항시남구,대동배지구,대동배1리마을뒷산,남구 호미곶면대동배리 359,129.534475,36.058202,30,500,공터,-,33,47111,054-270-8282
545,경상북도,포항시남구,대동배지구,대동배1리보건진료소 앞,남구 호미곶면대동배리 420-2,129.531125,36.055624,40,180,공터,-,15,47111,054-270-8282
546,경상북도,포항시남구,대동배지구,대동배2리버스승강장앞,남구 호미곶면대동배리 48-2,129.540546,36.065015,30,250,공터,-,26,47111,054-270-8282
547,경상북도,포항시남구,대동배지구,대동배2리마을 뒤,남구 호미곶면대동배리 산 26-6,129.537621,36.065729,47,150,공터,-,28,47111,054-270-8282
548,경상북도,포항시남구,도구지구,동해초등학교 앞,남구 동해면 일월로 78  (도구리 670),129.44123,35.987762,52,460,학교운동장,-,11,47111,054-270-8282
549,경상북도,포항시남구,두원지구,두원리 버스승강장 앞,남구 장기면두원리 523-15,129.515796,35.843586,55,193,공터,-,8,47111,054-270-8282
550,경상북도,포항시남구,두원지구,두원주유소 앞 ,남구 장기면두원리 57-1,129.518114,35.84891,42,425,공터,-,22,47111,054-270-8282
551,경상북도,포항시북구,두호지구,두호1어린이공원,북구 두호동1092,129.381502,36.064505,1300,1150,공터,-,15,47113,054-270-8282
552,경상북도,포항시북구,두호지구,학산5어린이공원,북구 항구동345,129.375586,36.057121,1013,330,공터,-,20,47113,054-270-8282
553,경상북도,포항시북구,두호지구,포항고등학교 앞,북구 아호로 50 (학산동288),129.371572,36.05655,2000,1130,학교운동장,-,26,47113,054-270-8282
554,경상북도,포항시남구,모포지구,모포초등학교 앞,남구 장기면모포길 57-1  (모포리 94-2),129.523437,35.934327,20,500,학교운동장,-,10,47111,054-270-8282
555,경상북도,포항시남구,모포지구,대진주유소 앞 ,남구 장기면대진리 87-3,129.517386,35.923033,20,420,공터,-,17,47111,054-270-8282
556,경상북도,포항시남구,발산지구,발산교회 옆 공터,남구 동해면 호미로 2325  (발산리 376-1),129.507787,36.03354,30,400,공터,-,19,47111,054-270-8282
557,경상북도,포항시남구,발산지구,발산2리 마을뒤 공터,남구 동해면발산리 116-2,129.51922,36.045242,31,530,공터,-,30,47111,054-270-8282
558,경상북도,포항시북구,방석지구,1박2일펜션 앞,북구 송라면방석리 104,129.38109,36.234387,453,600,공터,-,23,47113,054-270-8282
559,경상북도,포항시북구,방석지구,조사리버스승강장 앞,북구 송라면조사리 71-12,129.384556,36.222801,120,200,공터,-,13,47113,054-270-8282
560,경상북도,포항시북구,방어지구,방어침례교회 앞,북구 청하면방어리 122,129.381692,36.212288,200,200,공터,-,13,47113,054-270-8282
561,경상북도,포항시북구,방어지구,월포백번횟집앞,북구 청하면해안로 2484-11  (방어리 313),129.376801,36.208762,150,100,공터,-,13,47113,054-270-8282
562,경상북도,포항시남구,병포지구,구. 포항과학기술고등학교 앞 ,남구 구룡포읍병포길52번길 17  (병포리 139-1),129.550374,35.983229,250,760,학교운동장,-,11,47111,054-270-8282
563,경상북도,포항시남구,병포지구,경북대수련원 앞 공터,남구 구룡포읍하정리 31-3,129.550799,35.975646,80,670,공터,-,16,47111,054-270-8282
564,경상북도,포항시남구,삼정지구,포스코수련원 앞,남구 구룡포읍삼정리 95-3,129.576731,36.00964,80,260,공터,-,11,47111,054-270-8282
565,경상북도,포항시남구,삼정지구,MGM 그랜드모텔 앞,남구 구룡포읍삼정리 489-2,129.56851,36.000136,60,260,공터,-,17,47111,054-270-8282
566,경상북도,포항시남구,삼정지구,삼정2리 버스승강장 앞,남구 구룡포읍 일출로 125  (삼정리 148-40),129.574174,36.005556,60,186,공터,-,20,47111,054-270-8282
567,경상북도,포항시남구,석병지구,대성수산 입구 앞,남구 구룡포읍석병리 20-1,129.578163,36.031566,30,700,공터,-,20,47111,054-270-8282
568,경상북도,포항시남구,석병지구,구룡포청소년회관 앞,남구 구룡포읍석병리 251,129.574099,36.029447,30,1150,공터,-,48,47111,054-270-8282
569,경상북도,포항시남구,석병지구,석병교회 옆,남구 구룡포읍일출로 318  (석병리 640-2),129.578072,36.021616,40,500,공터,-,27,47111,054-270-8282
570,경상북도,포항시북구,송도1지구,포항시립아트홀 앞,북구 덕산동129-1,129.364215,36.041881,100,1560,공터,-,10,47113,054-270-8282
571,경상북도,포항시남구,송도2지구,송도초등학교 ,남구 송도동311-285,129.379987,36.033809,15387,540,학교운동장,-,6,47111,054-270-8282
572,경상북도,포항시남구,신창지구,신창리 산15-1 공터,남구 장기면신창리 산13-1,129.525119,35.900656,30,300,공터,-,26,47111,054-270-8282
573,경상북도,포항시남구,신창지구,신창리 산405-7 공터,남구 장기면신창리 479-4,129.526631,35.885252,30,200,공터,-,19,47111,054-270-8282
574,경상북도,포항시남구,신창지구,신창리 산 52번지 공터,남구 장기면신창리 산 52번지 ,129.522999,35.89218,48,150,공터,-,15,47111,054-270-8282
575,경상북도,포항시남구,양포지구,양포초등학교 앞,남구 장기면양포리 487-18,129.513163,35.876275,200,586,학교운동장,-,10,47111,054-270-8282
576,경상북도,포항시남구,양포지구,신창리 400-1앞 도로 옆 공터,남구 장기면신창리 400-1,129.526961,35.884201,65,640,공터,-,25,47111,054-270-8282
577,경상북도,포항시남구,영암지구,영암분교 앞,남구 장기면영암길 70  (영암리 344-2),129.525131,35.910007,50,315,학교운동장,-,16,47111,054-270-8282
578,경상북도,포항시남구,영암지구,영암리 버스승강장 앞,남구 장기면영암리 101-2,129.525903,35.903872,39,215,공터,-,18,47111,054-270-8282
579,경상북도,포항시북구,오도지구,사랑의유람선 앞 ,북구 흥해읍오도리 74-7,129.397882,36.163778,30,200,공터,-,17,47113,054-270-8282
580,경상북도,포항시북구,오도지구,작은펜션 앞 공터 ,북구 흥해읍오도리 246-3,129.396314,36.157968,30,200,공터,-,35,47113,054-270-8282
581,경상북도,포항시북구,오도지구,오도해수욕장 입구,북구 흥해읍오도리 359-3,129.398375,36.154187,28,150,공터,-,21,47113,054-270-8282
582,경상북도,포항시북구,용두지구,오션뷰 펜션 앞 ,북구 청하면용두리 49-2,129.369757,36.19476,153,600,공터,-,20,47113,054-270-8282
583,경상북도,포항시북구,용한지구,용한1리 마을입구 ,북구 흥해읍용한리 산 41-1,129.426578,36.110108,21,200,공터,-,36,47113,054-270-8282
584,경상북도,포항시북구,월포지구,월포다리 뒤 공터,북구 청하면 해안로 2452  (월포리 3-17),129.372792,36.208079,106,200,공터,-,10,47113,054-270-8282
585,경상북도,포항시북구,월포지구,월포초교 뒷뜰앞,북구 청하면용두리 575-4,129.364987,36.203299,900,800,공터,-,14,47113,054-270-8282
586,경상북도,포항시북구,이가지구,이가힐펜션 앞,북구 청하면이가리 555-4,129.383847,36.184374,80,450,공터,-,20,47113,054-270-8282
587,경상북도,포항시북구,이가지구,이가리 산23-1 일원,북구 청하면이가리 산23-1,129.381904,36.185618,40,50,공터,-,20,47113,054-270-8282
588,경상북도,포항시남구,임곡지구,임곡1리 버스승강장 앞,남구 동해면임곡리 543-8,129.457558,35.994342,20,200,공터,-,29,47111,054-270-8282
589,경상북도,포항시남구,임곡지구,청룡회관 입구 ,남구 동해면임곡리 309-3,129.461034,36.000437,21,300,공터,-,33,47111,054-270-8282
590,경상북도,포항시남구,입암지구,옛네식당 옆 공터,남구 동해면입암리 666-2,129.467198,36.007458,21,180,공터,-,33,47111,054-270-8282
591,경상북도,포항시남구,입암지구,입암2리마을회관 앞 공터,남구 동해면입암리 424-3,129.477202,36.013348,20,175,공터,-,27,47111,054-270-8282
592,경상북도,포항시북구,죽천지구,죽천초등학교 앞,북구 흥해읍죽천길185번길 30 (우목리 105),129.427807,36.098536,120,200,학교운동장,-,30,47113,054-270-8282
593,경상북도,포항시북구,죽천지구,죽천마을입구 앞 버스정류장,북구 흥해읍 죽천리 146-2,129.417658,36.091378,20,300,공터,-,21,47113,054-270-8282
594,경상북도,포항시북구,죽천지구,해뜨는집 앞 공터 ,북구 흥해읍죽천리 173-16,129.417614,36.088858,30,400,공터,-,32,47113,054-270-8282
595,경상북도,포항시북구,지경지구,지경검문소 앞 공터,북구 송라면지경리 199-2,129.374375,36.262935,60,300,공터,-,18,47113,054-270-8282
596,경상북도,포항시북구,지경지구,화진휴게소 앞 공터,북구 송라면 지경리 331-5,129.371937,36.254449,200,300,공터,-,15,47113,054-270-8282
597,경상북도,포항시북구,지경지구,화진교 옆 공터,북구 송라면지경리 412-1,129.370156,36.2504,60,450,공터,-,10,47113,054-270-8282
598,경상북도,포항시남구,청림지구,청림초등학교 앞,남구 정몽주로 890 (청림동 950),129.404211,35.995694,200,1750,학교운동장,-,14,47111,054-270-8282
599,경상북도,포항시남구,청림지구,해병대 북문 주변,남구  동해안로 5923 (일월동 675-1),129.414684,35.994208,100,1040,공터,-,13,47111,054-270-8282
600,경상북도,포항시북구,청진지구,청진1리 GS주유소 앞 ,북구 청하면청진리 78,129.390402,36.179154,50,250,공터,-,32,47113,054-270-8282
601,경상북도,포항시북구,청진지구,스타팜펜션 앞 공터 ,북구 청하면해안로 1889-11 (청진리 413),129.396365,36.170667,50,100,공터,-,18,47113,054-270-8282
602,경상북도,포항시북구,청진지구,선정마을입구 앞 ,북구 청하면청진리 309,129.392877,36.174767,50,450,공터,-,23,47113,054-270-8282
603,경상북도,포항시북구,칠포1지구,칠포1리 고지대,북구 흥해읍칠포리 54-4,129.396857,36.145546,243,200,공터,-,18,47113,054-270-8282
604,경상북도,포항시북구,칠포2지구,칠포2주유소 앞 공터,북구 흥해읍칠포리 265-1,129.392479,36.140917,34,200,공터,-,18,47113,054-270-8282
605,경상북도,포항시남구,하정지구,하정축양장 앞 공터,남구 구룡포읍하정리 119-9,129.552429,35.970499,30,710,공터,-,13,47111,054-270-8282
606,경상북도,포항시남구,하정지구,하정리 269번지 도로,남구 구룡포읍하정리 269,129.546723,35.965697,30,320,공터,-,15,47111,054-270-8282
607,경상북도,포항시남구,하정지구,장길리교회 앞,남구 구룡포읍장길리 109-3,129.545322,35.954784,33,425,공터,-,20,47111,054-270-8282
608,경상북도,포항시남구,호미곶지구,해맞이광장입구 버스승강장,남구 호미곶면대보리 294-2,129.565001,36.076651,30,570,공터,-,12,47111,054-270-8282
609,경상북도,포항시남구,호미곶지구,호미곶면사무소 앞,남구 호미곶면구만리 47-6,129.555732,36.080964,40,600,공터,-,22,47111,054-270-8282
610,경상북도,포항시남구,호미곶지구,대천수산 입구 ,남구 호미곶면대보리 15-9,129.570195,36.065226,30,250,공터,-,17,47111,054-270-8282
611,경상북도,포항시남구,호미곶지구,대보초등학교 앞,남구 호미곶면보천길 16  (구만리 123),129.557246,36.078595,103,500,학교운동장,-,12,47111,054-270-8282
612,경상북도,포항시북구,화진지구,화진1리 버스정류장 옆,북구 송라면화진리 261-1,129.382442,36.236767,60,900,공터,-,25,47113,054-270-8282
613,경상북도,포항시북구,화진지구,화진2리 비취모텔 앞,북구 송라면화진리 185-3,129.381601,36.239719,358,300,공터,-,23,47113,054-270-8282
614,경상북도,포항시북구,환여지구,해안로511번길,북구 해안로511번길 9 (여남동   97),129.413107,36.073636,403,250,공터,-,30,47113,054-270-8282
615,경상북도,포항시북구,환여지구,포항해양과학고 앞,북구 환호동2_8,129.406266,36.073914,400,500,학교운동장,-,22,47113,054-270-8282
616,경상북도,포항시북구,환여지구,환호 여중 앞,북구  삼호로 480-8 (환호동 69),129.400413,36.071233,500,800,학교운동장,-,16,47113,054-270-8282
617,경상북도,포항시북구,환여지구,환호동해맞이공원,북구 환호동323_3,129.395057,36.068093,11500,500,공터,-,17,47113,054-270-8282
618,경상북도,포항시남구,흥환지구,마산리 버스승강장 앞 공터,남구 동해면마산리 247-2,129.48689,36.015477,20,200,공터,-,32,47111,054-270-8282
619,경상북도,포항시남구,흥환지구,마산리 마을 뒤 공터,남구 동해면마산리 69-1,129.489447,36.015485,20,320,공터,-,21,47111,054-270-8282
620,경상북도,포항시남구,흥환지구,흥환주유소 옆 공터,남구 동해면흥환리 442-4,129.506846,36.024413,20,575,공터,-,26,47111,054-270-8282
621,경상북도,포항시남구,흥환지구,흥환리 마을회관 뒷산,남구 동해면흥환리 320,129.503968,36.026099,12,100,공터,-,16,47111,054-270-8282
622,부산광역시,기장군,대변지구,대항교회,기장읍 대변리 149,129.228534,35.22617,300,350,민간건축물,미적용,11,26710,051-721-2269
623,부산광역시,기장군,동암지구,힐튼호텔 앞 도로,기장읍 기장해안로 268-31,129.133168,35.115085,500,300,도로변,-,20.7,26710,051-709-5427
625,강원도,동해시,추암지구,할미바위 옆 쉼터,구미동 산5-1,129.1454458,37.4907787,200,400,공터,-,15,42170,033-530-2313
626,강원도,동해시,추암지구,하수종말처리장,구미동 산5-9,129.1434019,37.4905047,100,500,도로변,-,30.9,42170,033-530-2313
627,강원도,동해시,추암지구,추암택지,추암동 24-2,129.1560674,37.4758117,500,500,도로변,-,34.7,42170,033-530-2313
628,강원도,삼척시,호산지구,호산항뒷산공터,호산리 309,129.341531,37.174803,250,350,공터,-,26,42230,033-570-3887
630,강원도,삼척시,신남지구,돌기해삼배양장,신남길 27(갈남리 456-1번지),129.323466,37.265899,100,321,공터,-,21,42230,033-570-3887
631,강원도,삼척시,용화지구,해상로프웨이,용화리 6,129.308218,37.289124,200,150,공공건축물,1등급,30,42230,033-570-3887
632,강원도,삼척시,상맹방1지구,국도굴다리옆공터,상맹방리 229-4,129.204345,37.404599,100,250,도로변,-,13,42230,033-570-3887
633,강원도,삼척시,하맹방지구,삼림욕장공터,근덕면 하맹방리 221-7,129.227908,37.392228,300,100,공터,-,15,42230,033-570-3887
634,강원도,삼척시,후진지구,쏠비치주자창,수로부인길 453 (증산동산61-3번지),129.164759,37.472401,200,580,공터,-,40,42230,033-570-3887
635,강원도,양양군,낙산지구,전진리야산,산8-2,128.6322583,38.1198806,500,150,공터,-,30,42830,033-670-2247
636,경상북도,포항시남구,삼정지구,남구 구룡포읍 석병리 904-2,남구 구룡포읍 석병리 904-2,129.576528,36.014763,68,300,공터,-,25,47111,054-270-8282
637,경상북도,포항시남구,구만지구,남구 호미곶면 구만길 128,남구 호미곶면구만길 128,129.548189,36.084281,94,300,공터,-,20,47111,054-270-8282
638,경상북도,영덕군,대진1지구,대진1리 마을뒤 야산,체험마을길 51(대진리 401-16),129.429326,36.561831,150,230,공터,-,30,47770,054-730-6521
639,경상북도,울진군,읍남지구 2,읍남리 145번지일대밭,울진읍 읍남리 152-1 ,129.408393,36.985813,100,210,공터,-,23,47930,054-789-6153
640,경상북도,울진군,연지지구 1,연지리406-1번지 일대,울진읍 연지리 401-10,129.409089,37.00224,100,550,공터,-,22,47930,054-789-6153
641,경상북도,울진군,연지지구 1,연지리495-1번지 도로일대,울진읍 연지리 495-1,129.416483,37.005024,300,240,도로변,-,26,47930,054-789-6153
642,경상북도,울진군,온양지구 1,온양리 175번지 일대,울진읍 온양리 175 ,129.406909,37.025328,100,220,공터,-,17,47930,054-789-6153
643,경상북도,울진군,온양지구 2,동회관 뒷 편 통로박스,울진읍 온양리 224-27,129.405421,37.018647,50,190,공터,-,15,47930,054-789-6153
644,경상북도,울진군,읍남지구 1,읍남리 102-1번지 마을뒤 언덕,울진읍 읍남리 102-1,129.405716,36.980846,100,340,공터,-,9,47930,054-789-6153
645,경상북도,울진군,온양지구 1,온양2리 마을회관 뒷 산,울진읍 온양리 127-2,129.407676,37.027622,100,130,공터,-,25,47930,054-789-6153
646,경상북도,울진군,부구지구1,용궁모텔 뒤 밭,북면 울진북로 2081,129.370835,37.102245,100,520,공터,-,24,47930,054-789-6153
647,경상북도,울진군,부구지구1,북면사무소,북면 부구3길 12,129.372869,37.104879,100,200,공공건축물,미적용,8,47930,054-789-6153
648,경상북도,울진군,나곡지구3,한수원정문,북면 나곡리 148-2,129.371153,37.107802,560,880,민간건축물,미적용,21,47930,054-789-6153
649,경상북도,울진군,나곡지구2,나곡리 725-2일대 밭,북면 나곡리 725-2,129.369187,37.125345,200,390,공터,-,15,47930,054-789-6153
650,경상북도,울진군,나곡지구1,나곡리 1146-3주변,북면 나곡리 산14-16,129.361378,37.14178,100,410,공터,-,33,47930,054-789-6153
651,경상북도,울진군,나곡지구1,금세골,북면 나곡리 1134,129.359735,37.143718,100,170,공터,-,49,47930,054-789-6153
652,경상북도,울진군,수산지구,수산리 493번지 공터,근남면 수산리 493,129.397109,36.973011,300,1200,공터,-,10,47930,054-789-4443
653,경상북도,울진군,수산지구,수산리 483-1번지 일대,근남면 수산리 483-1,129.397837,36.971833,80,1200,공터,-,12,47930,054-789-4443
654,경상북도,울진군,산포지구5,산포리 92번지 일대 밭,근남면 산포리 312,129.415292,36.947544,100,250,공터,-,8,47930,054-789-4443
655,경상북도,울진군,산포지구5,산포리 313번지 일대 밭,근남면 산포리 313,129.41517,36.947661,100,250,공터,-,20,47930,054-789-4443
656,경상북도,울진군,산포지구4,산포리 523번지 일대 밭,근남면 산포리 523,129.413565,36.95774,150,220,공터,-,11,47930,054-789-4443
657,경상북도,울진군,산포지구3,산포리 1030-4번지 일대 밭,근남면 산포리 1030-4,129.408709,36.95873,100,630,공터,-,14,47930,054-789-4443
658,경상북도,울진군,산포지구4,산포리 18번지 일대 밭,근남면 산포리 18,129.416301,36.954601,150,130,공터,-,17,47930,054-789-4443
659,경상북도,울진군,산포지구1. 2,산포리 641-2번지 도로일대,근남면 산포리 642,129.412227,36.961896,100,200,도로변,-,14,47930,054-789-4443
660,경상북도,울진군,노음지구,근남문화체육센터,근남면  울진북로 151-3,129.395582,36.963613,300,1700,공공건축물,미적용,6,47930,054-789-4443
661,경상북도,울진군,진복지구2,진복2리 복지회관 뒤 밭,근남면 진복리 231-2,129.415913,36.918327,150,80,공터,-,9,47930,054-789-4443
662,경상북도,울진군,진복지구1,진복리 651번지 일대,근남면 진복리 651,129.413523,36.929216,300,320,공터,-,8,47930,054-789-4443
663,경상북도,울진군,진복지구1,진복리 522번지 일대 공터,근남면 진복리 522,129.414516,36.926987,100,325,공터,-,19,47930,054-789-4443
664,경상북도,울진군,죽변1. 2지구,용진모텔 뒤공터,죽변면 후정리 294,129.417238,37.057798,100,610,공터,-,16,47930,054-789-6153
665,경상북도,울진군,삼율지구,마을뒷산 고지대,후포면 후포리 산96-17,129.44187,36.67938,400,100,공터,-,20,47930,054-789-4900
666,경상북도,울진군,후포지구,등기산 주차장,후포면 후포리 563,129.463525,36.681837,800,160,공터,-,25,47930,054-789-4900
667,경상북도,울진군,오산지구,오산2리 마을 뒤 남쪽 고지대,매화면 오산리 238,129.417633,36.894381,100,340,공터,-,43,47930,054-789-6153
668,경상북도,울진군,오산지구,오산2리 마을 뒤 북쪽 고지대,매화면 오산리 106-4,129.418581,36.897202,100,180,공터,-,18,47930,054-789-6153
